a1,a2,a3,a4,a5,a6,a7,label
0.07,3.67,1.44,0.02,0.47,-0.49,22900402.86,0
0.1,-5.79,0.46,0.68,-0.19,-0.6,20583191.43,0
0.19,12.6,0.4,0.07,0.56,0.59,18706377.14,0
0.03,4.33,0.81,0.1,0.69,0.13,68221680,0
0.3,12.48,0.62,0.03,0.26,0.25,13506399.05,0
0.09,5.85,0.53,0.02,0.33,0.45,15705527.62,0
0.13,2.61,0.67,0.28,0.18,0.25,12629411.43,0
0.09,3.81,0.75,0.04,0.28,0.1,19214615.24,0
0.04,1.42,0.25,0.37,0.23,0.7,64595707.62,0
0.04,7.57,0.72,0.09,0.22,0.25,9609208.57,0
0.04,-0.91,2.24,0.05,0.53,-1.24,21391550.48,0
0.24,4.97,0.8,0.07,0.3,0.09,8375077.14,0
0.16,5.29,0.88,0.03,0.21,0.12,117108861,0
0.13,24.52,0.41,0.17,0.58,0.58,9723627.62,0
0,47.66,0.27,0.3,0.95,0.68,16531990.48,0
0.11,0.99,0.63,0.09,0.38,0.27,27502740.95,0
0.01,21.26,0.65,0.02,0.3,0.22,16539537.14,0
0.14,8.57,0.46,0.24,0.47,0.38,12696699.05,0
0.13,116.72,0.26,0.54,0.9,0.58,11908331.43,0
0.03,85.38,0.29,0.42,0.89,0.68,7558599.05,0
0.85,-2.44,0.19,0.09,-0.36,-1.44,15799129.52,0
0.23,0.69,0.77,0.03,0.46,0.2,9661948.57,0
0.22,11.52,0.52,0.13,0.18,0.16,776845004.8,0
0.07,4.74,0.79,0.49,0.18,0.11,58930700,0
0.04,4.28,0.76,0.13,0.46,0.06,26004883.81,0
0.01,146.29,0.42,0.14,0.22,-0.09,21300808.57,0
0.29,-10.1,0.57,0.26,-0.18,-2.71,9770273.33,0
0.27,3.18,0.77,0.07,0.54,0.04,20333232.38,0
0.06,95.51,0.48,0.2,0.76,0.47,22464185.71,0
0.02,4.81,0.74,0.02,0.29,0.18,11767198.1,0
0.73,1.03,0.96,0.05,0.12,0,24693052.38,0
0.24,4.73,0.57,0.03,0.3,0.16,8865724.76,0
0.16,2.76,0.75,0.06,0.46,0.14,11840035.24,0
0.06,146.7,0.39,0.32,1.31,0.61,39070940,0
0.01,9.57,0.62,0.13,0.65,0.31,10326571.43,0
1.33,-2.56,1.12,0.01,0.09,-0.18,12480548.57,0
0.09,3.1,0.88,0.05,0.3,0.06,13334994.29,0
0.22,-0.35,1.09,0,0.14,-0.31,8601622.86,0
1.91,0.94,1.06,0.02,0.06,-0.15,8494695.24,0
0.1,8.43,0.78,0.02,0.38,0.09,18462542.86,0
0.13,-0.47,1.24,0.25,-0.18,-0.85,10680940,0
0.1,6.28,0.76,0.13,0.46,0.19,31777348.57,0
0.37,3.62,0.79,0.01,0.18,0,17785461.9,0
0.05,6.28,0.61,0.05,0.46,-0.01,140235311.4,0
0.12,158.44,0.31,0.18,0.7,0.52,101319612.4,0
0.09,173.24,0.53,0.7,0.18,0.43,17527093.33,0
0.11,7.14,0.52,0.29,0.45,0.09,11055388.57,0
2.33,-2.71,0.57,0.39,0.07,0.32,47026575.24,0
0.02,37.08,0.36,0.11,1.31,0.54,8923349.52,0
1.32,-0.01,0.83,0.02,0.07,0.14,15259483.81,0
0.19,-14.43,1.57,0.01,-2.08,-1.87,24292610.48,0
0.06,1.24,0.25,0.08,0.31,0.02,8427171.43,0
0.01,27.33,0.51,0.65,0.46,0.19,31855016.19,0
0.02,3.12,0.84,0.08,0.24,0.13,11241119.05,0
0.17,2.4,0.67,0.16,0.22,0.27,50277746.67,0
0.48,2.81,0.57,0.08,0.27,-0.03,8966168.57,0
0.14,3.76,0.79,0.02,0.3,0.05,42598952.38,0
0.08,26.27,0.57,0.58,0.38,0.37,9661498.1,0
0.11,2.51,0.83,0.02,0.25,0.1,11909459.05,0
0.09,1.91,0.61,0.29,0.32,0.11,26897179.05,0
0.02,16.9,0.48,0.11,0.82,0.25,17868948.57,0
0.21,128.04,0.72,0.06,0.99,0.24,10075460.95,0
0.25,3.3,0.85,0,1.49,0.11,11044049.52,0
0.13,1.39,0.85,0.02,4.24,0.08,7739063.81,0
0.12,2.99,0.55,0.14,0.33,0.05,8291081.9,0
0.03,5.1,0.78,0.36,0.36,0.16,56631984.76,0
0,7.08,0.69,0.27,0.29,0.23,12797890.48,0
0.2,4.76,0.75,0.17,0.27,0.17,12844504.76,0
0.12,2.8,0.65,0.1,0.18,0.16,11996895.24,0
0.04,52.33,0.27,0.69,0.27,0.53,18862714.29,0
0,9.21,0.74,0.34,0.18,0.16,23264561.9,0
0.12,4.22,0.68,0.06,0.44,0.24,23391575.24,0
18.98,1.77,0.96,0.28,0.04,-0.01,33759895.24,0
0.02,5.85,0.77,0.18,0.63,0.11,7795272.38,0
0.05,20.54,0.72,0.22,0.47,0.24,10683387.62,0
0.04,2.05,0.68,0.25,0.34,0.31,11998996.19,0
0.18,-0.04,0.8,0.07,0.04,0.09,28487829.52,0
0.22,20.47,0.48,0.08,0.32,0.46,10190174.29,0
0.54,0.85,0.64,0.01,0.11,0.14,20334156.19,0
0.28,3.46,0.84,0.03,0.43,0.05,8441471.43,0
0.14,1.77,0.65,0.08,0.13,0.26,52781157.14,0
0.07,0.69,0.68,0.41,0.15,0.16,9028690.48,0
0.24,9.87,0.46,0.32,0.33,0.12,20402413.33,0
0.1,3.58,0.69,0.05,1.16,0.11,9576863.81,0
0.1,10.72,0.61,0.21,0.27,0.01,8562238.1,0
0.19,0.54,0.8,0.03,0.14,0.05,18707985.71,0
0.1,3.14,0.8,0.4,0.21,0.11,69973259.05,0
0.02,2.22,0.78,0.34,0.31,0.2,9563117.14,0
0.07,4.29,0.82,0.13,0.31,0.01,9733312.38,0
0.04,2,0.78,0.16,0.37,0.17,10497435.24,0
0.79,62.77,0.3,0.09,0.94,0.67,12543065.71,0
0.11,21.48,0.43,0.13,0.39,0.27,8196577.14,0
0.08,6.61,0.78,0.13,0.37,0.06,15860135.24,0
0.13,2.43,0.72,0.16,0.2,0.2,11870801.9,0
0.09,4.35,0.63,0.12,1.27,0.35,8866248.57,0
0.47,5.88,0.62,0.05,0.31,0.22,34536639.05,0
0.02,521.27,0.64,0.04,0.34,0.13,24516605.71,0
1.09,2.46,1.02,0.05,0.16,-0.04,41688075.24,0
0.01,35.93,0.34,0.63,0.49,0.57,7763704.76,0
0.01,-8.79,0.61,0.09,0.14,-0.15,45560215.24,0
0.13,3.14,0.06,0.56,0.31,-0.42,35306315.24,0
0.08,-6.19,0.66,0.56,-0.13,-1.43,14073031.43,0
0.08,586.89,0.07,0.67,0.33,0.54,25573277.14,0
0.13,5.47,0.4,0.58,0.82,0.15,9497207.62,0
0.39,19.34,0.81,0.2,0.27,0.13,13884752.38,0
0.43,14.9,0.49,0.18,0.42,-0.09,8047739.05,0
0.03,8.3,0.62,0.11,0.66,0.34,26362434.29,0
0.18,45.17,0.38,0.13,0.08,0.51,10948440.95,0
0.11,3.41,0.7,0.23,0.34,0.18,12275867.62,0
0.12,8.93,0.42,0.03,0.33,0.44,13268121.9,0
0.02,2.55,0.7,0.12,0.39,0.03,11436447.62,0
0.15,40.86,0.28,0.4,0.39,0.3,27082080.95,0
0.04,63.22,0.36,0.47,0.41,0.28,60090173.33,0
0.05,6.18,0.86,0.06,0.17,0.07,13573205.71,0
0.02,19.77,0.64,0.21,1.04,0.32,17769305.71,0
0.06,92632.74,0.53,0.07,0.78,0.47,9402208.57,0
0.11,15.37,0.74,0.19,0.22,0.21,19498102.86,0
0.31,-1.27,1.11,0.09,-0.15,-0.67,13092205.71,0
0.12,79.04,0.38,0.66,0.25,0.37,10063448.57,0
0.01,3.14,0.21,0.5,0.54,0.57,8331104.76,0
0.34,-12.02,2.63,0.18,-0.03,-2.48,25004704.76,0
0.06,9.22,0.74,0.46,0.32,0.21,15359858.1,0
0.1,31.61,0.21,0.51,0.87,0.43,26344748.57,0
0.07,2.8,0.71,0.04,0.42,0.12,7399920,0
0.24,0.74,0.8,0.11,0.16,-0.11,7037392.38,0
0.12,-1.45,0.65,0.13,0.02,0.2,6998060.95,0
0.36,22.98,0.28,0.5,0.36,-0.12,16165133.33,0
0.07,3.57,0.24,0.64,0.15,0.53,11522643.81,0
0.06,3.14,0.31,0.34,0.2,0.52,11009335.24,0
0.12,1.97,0.96,0.07,0.39,-0.15,8077036.19,0
0.36,14.67,0.46,0.17,0.32,0.24,94677556.19,0
0.06,2.76,0.54,0,0.24,0.29,7803613.33,0
0.02,-2.89,1.06,0.04,-0.07,-0.2,49414077.14,0
0.12,4.87,0.52,0.05,0.66,0.41,16516296.19,0
0.03,4534.51,0.33,0.39,0.3,0.12,217829081.9,0
47.57,-2.07,0.7,0,0,0.18,18283367.62,0
0.1,1.28,0.77,0.06,0.14,0.04,7204940.95,0
0.74,110.78,0.38,0.26,0.23,0.59,41175986.67,0
0.02,10.64,0.77,0.1,0.63,0.17,15943532.38,0
0.02,9.04,0.45,0.11,0.61,0.49,9519325.71,0
0.23,1.46,0.77,0.2,0.53,-0.14,26920786.67,0
0.01,16.99,0.92,0.6,0.99,0.03,9066886.67,0
0.06,2344.69,0.13,0.62,0.3,0.23,17923135.24,0
0.07,0.77,0.77,0.01,0.11,0.08,7241280,0
0.12,40.39,0.58,0.19,0.18,0.29,9124631.43,0
0.21,-15.4,0.35,0.18,-0.21,-1.09,9617275.24,0
0.03,7.45,0.41,0.26,0.5,0.28,50653569.52,0
0.13,71.44,0.51,0.53,0.35,0.47,14212050.48,0
0.12,4.55,0.7,0.01,0.56,0.24,12652376.19,0
0.18,36.42,0.38,0.16,0.58,0.37,9334829.52,0
0.17,2.83,0.39,0.43,0.32,0.17,103526392.4,0
0.09,3.14,0.32,0.31,1.87,0.68,13764773.33,0
0.12,2.04,0.76,0.08,0.38,0.14,11625154.29,0
0.51,2.39,0.92,0.13,0.05,0.05,33487284.76,0
0.08,32.78,0.46,0.07,1.41,0.43,53330934.29,0
0.01,3.57,0.35,0.19,0.7,0.63,16168398.1,0
0.15,0.97,0.64,0.09,0.51,0.1,9470326.67,0
0.25,4.96,0.44,0.01,0.43,0.35,22615291.43,0
0.1,5.05,0.61,0.08,0.29,0.29,19486354.29,0
0.31,-1.67,0.89,0.03,-0.29,-0.19,7508780.95,0
0.06,0.37,0.82,0.34,0.33,0.06,7198665.71,0
0.06,9.01,0.82,0.49,0.17,0.12,98963845.71,0
0.1,23.06,0.63,0.03,0.19,0.23,12254564.76,0
0.09,3.69,0.88,0.05,0.26,-0.17,7863819.05,0
0.21,7.87,0.45,0.03,0.27,0.36,29284661.9,0
0.13,2.94,0.73,0.05,0.29,0.05,7972616.19,0
0.15,14.94,0.45,0.01,1.16,0.22,15978803.81,0
0.16,2.18,0.53,0.32,0.3,0.07,10721767.62,0
0.04,0.89,0.41,0.48,0.38,0.49,19133225.71,0
0.01,1.86,0.76,0.34,0.98,0.08,71629175.24,0
0.08,5.75,0.56,0.16,0.42,0.35,8186993.33,0
0.13,-1.88,0.81,0.16,0.12,0.16,19889025.71,0
0.09,2.68,0.84,0.03,0.58,0.02,8404209.52,0
0.07,5.49,0.64,0.24,0.43,-0.04,8508114.29,0
0.11,8.78,0.4,0,0.35,0.28,44115308.57,0
0.11,-0.22,0.73,0.27,0.03,0.09,5005040454,0
0.07,2.6,0.77,0.11,0.59,0.21,8176019.05,0
0.3,-15.65,0.37,0.03,0.05,0.18,9726568.57,0
0.1,8.91,0.48,0.35,0,0.26,7323833.33,0
0.04,8.44,0.61,0.17,0.62,0.33,17177352.38,0
0.22,9.47,0.75,0,0.84,0.14,30378589.52,0
0.19,2.3,0.65,0.06,0.17,0.03,27067987.62,0
0.79,77.84,0.59,0.02,0.18,0.2,9350975.24,0
0.12,4.31,0.6,0.14,0.64,0.34,18349024.76,0
0.05,18.07,0.6,0.08,0.18,0.27,73346546.67,0
0,3.14,0.44,0.7,0.57,0.5,7432288.57,0
1.15,1.85,0.84,0.05,0.13,0.11,14323521.9,0
0,3.14,0.34,0.56,0.52,0.48,23446937.14,0
0.17,5.73,0.6,0.01,0.48,0.21,37237750.48,0
0.08,3.82,0.84,0.21,0.79,-0.01,12039766.67,0
0.4,9.85,0.42,0.16,0.7,0.33,9842899.05,0
0.08,3.8,0.76,0.25,0.23,0.18,12610615.24,0
0.13,9.35,0.5,0.12,1.11,0.16,9704446.67,0
0.15,6.02,0.61,0.02,0.81,0.01,8925070.48,0
0.12,44.01,0.28,0.58,0.49,0.26,35341842.86,0
0,11.89,0.48,0.53,1,0.42,9959312.38,0
0.03,2.58,0.68,0.11,1.05,0.13,9813126.67,0
0.08,8.38,0.56,0.13,0.92,0.24,5327046667,0
0.24,4.55,0.56,0.08,0.17,0.23,106254386.7,0
0.49,3.18,0.73,0.03,0.49,0.21,110556751.4,0
0.08,13.95,0.59,0.26,0.58,0.26,11638089.52,0
0.01,47.92,0.65,0.45,0.85,0.34,11613787.62,0
0.2,231.39,0.26,0.28,0.54,0.53,13808801.9,0
0.89,0.92,0.72,0.08,0.12,0.14,10767190.48,0
0.12,3.86,0.68,0,0.29,0.26,19620032.38,0
1.81,-1.28,0.83,0.03,0.02,0,7277776.19,0
0.23,3.83,0.67,0.03,0.33,0.21,20920500.95,0
0.03,5.59,0.75,0.44,0.32,-0.27,7330525.71,0
0.08,10.78,0.76,0.03,0.22,0.05,20320972.38,0
0.09,3.25,0.85,0.06,0.24,0.14,7771669.52,0
0.22,1.95,0.72,0.05,0.72,0.14,16356280.95,0
0.17,1.17,0.63,0.08,0.22,0.15,42095525.71,0
0.06,44.21,0.64,0.46,0.65,0.23,8079572.38,0
0.02,222.43,0.94,0.08,0.31,-0.12,14463751.43,0
0.04,9.94,0.46,0.39,0.21,0.47,7218677.14,0
0,0.04,1.29,0.23,0.42,-0.52,12403469.52,0
0.07,1.08,0.87,0.22,0.28,0.06,15824155.24,0
0.1,-13.44,1.1,0,0.24,-0.54,7531253.33,0
0.33,-3.68,0.23,0.6,0.05,0.72,19619400,0
0.03,4.05,0.74,0.1,0.15,0.16,21787359.05,0
0.1,15.37,0.37,0.58,0.39,0.06,41236373.33,0
0.17,-1.26,0.84,0.13,0.69,-0.08,7314749.52,0
0.1,-2.74,0.69,0.1,0.15,-0.1,31504718.1,0
0.35,140.21,0.78,0.22,0.5,0.21,35941848.57,0
0.21,0.66,0.96,0.01,0.03,-0.14,13330590.48,0
0.07,3.6,0.76,0.13,0.13,0.11,13791713.33,0
0.05,-1.35,0.67,0.31,0.42,-0.68,7398823.81,0
0.31,0.96,0.77,0.07,0.11,-0.07,9190795.24,0
0.2,4.84,0.76,0.12,0.32,0.2,14090632.38,0
0.11,19.17,0.32,0.31,0.91,0.36,8570520.95,0
0.16,-0.56,0.77,0.09,0.61,-0.08,661691133.3,0
0.16,-0.55,1.05,0.47,0.29,-0.39,9938227.62,0
0.06,12.32,0.43,0.36,0.42,0.22,11258760,0
0.15,2.22,0.72,0.29,0.49,-0.29,7744440,0
0.81,1.14,0.49,0,-0.04,-0.11,32503025.71,0
0.26,29.67,0.65,0.05,0.47,0.28,34466026.67,0
0.06,428.19,0.09,0.52,0.44,0.49,34365699.05,0
0.12,5.02,0.37,0.09,0.23,0.45,10333935.24,0
0.13,35.71,0.5,0.64,0.6,0.49,9063736.19,0
0.14,3.32,0.8,0.14,0.5,0.1,10750055.24,0
0.41,2.29,0.72,0.14,0.93,0.09,19881356.19,0
0.04,13.45,0.6,0.6,0.59,0.35,8151758.1,0
0.12,-0.93,1.82,0,0.37,-0.92,11632983.81,0
0.19,3.51,0.84,0.04,0.18,0.08,60538630.48,0
0.01,7.08,0.56,0.07,0.49,0.32,11924793.33,0
0.13,2.31,0.87,0.29,0.19,0.07,10832452.38,0
0.02,1.01,0.62,0.16,2.25,0.3,44128242.86,0
0.76,-0.33,0.97,0.52,0.01,-0.37,8013060.95,0
0.08,21.79,0.25,0.13,0.66,0.72,30765077.14,0
0.75,2.35,0.81,0.04,0.22,0.08,21712580.95,0
4.39,1.86,0.91,0,0.08,0.02,10504431.43,0
0.1,2.16,0.76,0.04,0.25,0.07,13584299.05,0
0.08,32.28,0.79,0.26,0.23,0.17,54200458.1,0
0.15,1.56,0.63,0.08,0.36,0.14,7885160,0
0.03,5.4,0.71,0.04,0.37,0.27,11715102.86,0
0,3.14,0.04,0.93,0.35,0.95,81703346.67,0
0.06,1.25,0.83,0.08,0.15,0.04,10430491.43,0
7.11,-1.51,0.98,0.42,-0.02,0.01,81631711.43,0
0.18,3.52,0.81,0.18,0.51,0.05,9118191.43,0
0.05,3.14,0.33,0.36,0.56,0.26,14176949.52,0
0.14,5.68,0.61,0.17,0.62,0.24,8391530.48,0
0.26,1.39,0.81,0.05,0.43,0.16,34588956.19,0
0.12,230.15,0.3,0.26,0.35,0.32,20298754.29,0
0.02,0.96,0.94,0.28,0.64,-0.02,9189452.38,0
0,9.82,0.94,0.05,0.46,0.03,10472725.71,0
0.01,72.09,0.22,0.56,0.58,0.48,11782769.52,0
0.06,4.49,0.65,0.26,0.2,0.23,19338490.48,0
0.21,19.96,0.32,0.14,1.05,0.32,37531748.57,0
0.25,2.44,0.81,0,0.26,0.08,17499708.57,0
5.69,2.13,0.52,0.01,0.13,0.41,24679802.86,0
0.02,35.15,0.58,0.03,0.37,0.31,11672360.95,0
0.03,-2.7,0.83,0.14,0.07,0.06,14179191.43,0
0.83,-1.35,0.88,0.4,0.03,0.02,62082334.29,0
0,34.91,0.67,0.78,3.64,0.32,11205060.95,0
1.1,65.06,0.67,0,0.19,0.29,38411690.48,0
0,0.7,0.8,0.12,0.03,0.06,53103415.24,0
0.04,4.39,0.76,0.04,0.96,0.05,49442832.38,0
0.06,-1.35,1.33,0.29,-0.55,-0.49,7235847.62,0
0.05,8.49,0.64,0.23,0.88,0.26,9523412.38,0
0.17,54.12,0.3,0.46,0.57,0.22,21558301.9,0
0.03,7.92,0.59,0.32,0.66,0.33,7364740,0
0.11,3.25,0.83,0.25,0.11,0.12,17533166.67,0
0.51,2.05,0.67,0.03,0.15,0.06,1622111831,0
0.12,2.65,0.68,0.18,0.44,0.21,7260863.81,0
0.04,11.03,0.54,0.02,0.94,0.4,13274809.52,0
0.07,36.16,0.63,0.27,0.52,0.29,14572341.9,0
0.13,40.86,0.47,0.36,0.55,0.23,14417772.38,0
0.1,1.93,0.83,0.07,0.46,0.12,8507573.33,0
0.07,4.88,0.69,0.13,0.23,0.02,215106962.9,0
0.03,9.59,0.42,0.36,0.35,0.16,9559110.48,0
0.21,2.71,0.84,0.05,0.43,0.08,9531429.52,0
19.59,3.57,0.61,0.03,0.05,0.37,15120802.86,0
0,4.29,0.73,0.95,3.01,0.13,8523072.38,0
0.19,0.43,1.04,0.03,0.13,-0.23,17172590.48,0
0.72,8.4,0.98,0.02,0.3,0,13993629.52,0
0.06,38.42,0.45,0.36,0.41,0.51,24641699.05,0
0,1305.48,0.44,0.22,0.5,0.54,22662832.38,0
0.37,3.04,0.78,0.13,0.43,0.05,8113300.95,0
0.04,22.08,0.67,0.09,0.4,0.25,28794622.86,0
0.77,0.47,0.72,0.01,0.15,-0.11,11021929.52,0
0.06,9.52,0.79,0.18,0.4,0.17,16220230.48,0
1.5,-0.28,1.19,0,0.06,-0.23,12111520,0
0.12,-0.49,1.12,0.17,0.37,-0.15,59496043.81,0
4.14,-5.91,0.46,0.1,0.02,0.49,9159914.29,0
1.51,1.72,0.99,0.01,0.08,0.01,38516299.05,0
0.98,3.86,0.9,0.17,0.1,0.07,22168114.29,0
3.37,-1.63,1.12,0.04,0,-0.17,7269738.1,0
0.11,3.52,0.72,0.01,0.29,0.2,13952935.24,0
3.47,16.72,0.69,0.01,0.19,0.17,23297494.29,0
0.01,3.14,0.25,0.38,17.2,0.71,19261223.81,0
0.02,16.88,0.46,0.13,0.61,0.52,9674286.67,0
0,12.82,0.53,0.49,0.49,0.4,8155245.71,0
0.08,3.5,0.62,0.08,0.44,0.05,67009913.33,0
0.12,5.98,0.5,0.12,0.23,0.4,7869186.67,0
0.2,5.28,0.81,0.01,0.2,-0.04,24798472.38,0
0.05,60831.73,0.21,0.54,0.62,0.74,21693164.76,0
0.02,-0.51,0.92,0.18,0.04,0.02,7111402.86,0
0.02,3.47,0.76,0.24,0.32,0.17,7350528.57,0
0.11,7.08,0.52,0.2,0.41,0.29,11295953.33,0
0.2,5.84,0.69,0.02,0.24,0.27,29035762.86,0
0.01,14.05,0.72,0.56,0.31,0.25,16565918.1,0
0.09,12.23,0.74,0.1,0.43,0.22,11634109.52,0
2.71,-2.52,0.67,0.38,-0.44,-0.13,10888309.52,0
0.11,6.49,0.85,0.02,0.25,-0.2,44432483.81,0
0.08,3.7,0.73,0.37,0.27,0.08,20478242.86,0
0.06,2.6,0.8,0.09,0.35,0.06,14558836.19,0
1.61,9.97,0.88,0,0.11,0.06,79869981.9,0
1.6,2.59,0.94,0.01,0.15,0.02,8155998.1,0
0.12,3.57,0.48,0.54,0.57,0.5,12145599.05,0
1.07,3.69,0.94,0.06,0.04,0.01,28744080,0
0.38,3.57,1.01,0.16,0.08,-0.04,9090492.38,0
11.76,132.65,0.88,0,0.02,0.08,16091513.33,0
0.01,1.91,0.72,0.06,0.36,0.2,47777960,0
0,-8.29,0.79,0,0.14,0.15,23213642.86,0
0.09,3.14,0.16,0.23,0.53,0.36,17609800.95,0
0.12,3.09,0.83,0.03,0.32,0.14,13695943.81,0
0.12,1.62,0.84,0.04,0.26,0.03,8081745.71,0
0.05,1.37,0.71,0.06,0.4,0.2,6967585.71,0
0.15,1.16,0.81,0.05,0.53,0.01,8484099.05,0
0.16,2.53,0.85,0.12,0.2,0.09,8822373.33,0
0.21,3.39,0.68,0.1,0.35,0.15,10895521.9,0
0.4,1.92,0.64,0.22,0.15,0.27,7724609.52,0
0.08,-10.25,1.34,0,-0.6,-0.52,6745766.67,0
0.01,9.33,0.62,0.14,0.3,0.28,8311928.57,0
0.08,3.89,0.55,0.33,0.25,0.07,7812504.76,0
0.05,3.61,0.73,0.06,0.3,0.24,8584074.29,0
0.49,1.96,0.93,0.05,0.11,0.04,38627496.19,0
0.58,7.93,0.26,0.09,0.69,0.64,9419099.05,0
0.12,-1.99,1.42,0.1,0.37,-0.45,9657147.62,0
0.3,1.41,0.74,0.05,0.25,0.11,6667940.95,0
0.07,12.64,0.57,0.05,0.62,0.12,33897293.33,0
0.11,211.56,0.81,0.07,0.18,0.15,142769541.9,0
0.02,6.06,0.83,0.01,0.3,0.01,12370071.43,0
0.15,1.92,0.86,0.1,0.22,0.02,11290613.33,0
0.12,-15.16,0.5,0,0.37,0.49,29962623.81,0
0.07,23.71,0.64,0.07,0.68,0.24,8377680,0
0.05,8.46,0.55,0.18,0.85,0.27,7457649.52,0
0.01,20.77,0.18,0.25,0.3,0.68,7745897.14,0
0.08,-0.22,0.78,0.02,0.35,-0.05,7088484.76,0
0.14,4.41,0.62,0.23,0.32,0.21,28236433.33,0
0.12,-0.09,0.09,0.48,0.09,0.65,9176579.05,0
0.02,-4.33,0.67,0.27,0.4,0.2,7479199.05,0
0.12,22.81,0.66,0.13,0.31,0.27,21625963.81,0
0.03,60,0.76,0.05,0.41,0.21,6705380.95,0
0.03,2.96,0.79,0.08,0.05,0.17,22247306.67,0
0.13,-20.89,0.11,0.93,0.56,0.81,8225280.95,0
0.17,572.24,0.49,0.06,0.78,0.46,26873968.57,0
0.75,2.36,0.9,0.08,0.25,0.05,16976807.62,0
0.21,6.03,0.63,0.07,1.52,0.32,10310044.76,0
0.01,21.91,0.7,0.21,0.77,0.2,9337162.86,0
0.16,8.64,0.36,0.77,0.18,0.07,35168638.1,0
0.12,-14.73,0.88,0.06,-0.14,-0.41,6827382.86,0
0.09,6.7,0.83,0.02,0.29,0.04,10834537.14,0
11.75,-14.74,1.17,0.17,-0.08,-0.19,25147724.76,0
0.22,-0.7,0.68,0.08,0.43,-0.03,129339967.6,0
0.16,5.29,0.94,0.17,0.21,0.03,9516225.71,0
5.81,-7.3,0.97,0.04,0.03,-0.01,15963925.71,0
0.12,3.57,0.42,0.11,0.37,-0.01,80632831.43,0
0.01,19.42,0.6,0.01,0.35,0.26,10756010.48,0
0.04,10.25,0.26,0.22,1.18,0.54,191904222.9,0
0.12,79.78,0.16,0.7,0.3,0.52,311791372.4,0
0.06,448.1,0.08,0.54,0.36,1.28,66721443.81,0
0.35,3.26,0.69,0.02,0.46,0.19,84195124.76,0
0.42,86569.18,0.08,0.32,0.17,0.81,35858958.1,0
0.06,4.41,0.51,0.06,1.29,0.43,77813096.19,0
0.13,7,0.39,0.19,0.61,0.44,139695947.6,0
0.11,0.69,0.93,0.3,0.79,-0.15,17862799.05,0
0.09,2.82,0.64,0.15,0.3,0.19,24831378.1,0
0.1,4.25,0.6,0.2,0.82,0.09,261951884.8,0
0.43,-202.06,0.1,0.65,-0.25,0.28,31614004.76,0
0.4,-1.6,0.68,0.07,0.01,-0.2,31644476.19,0
0.43,-8.63,0.93,0.04,-0.41,-0.35,39791622.86,0
0.36,2.8,0.73,0.12,0.87,0.12,151134896.2,0
0.01,-175.18,0.28,0.79,-0.38,0.68,7572322.86,0
0.13,-4.4,0.12,0.42,0,0.69,20516060.95,0
0.01,11.4,0.68,0.11,0.15,0.19,260401645.7,0
0.12,-3.09,0.25,0.52,0.04,0.2,197119274.3,0
0.42,-33.78,0.13,0.15,0.04,0.11,8119492.38,0
0.05,5.59,0.33,0.01,0.33,0.11,7063406.67,0
0.11,3.63,0.31,0.11,0.65,0.38,80005660,0
0.02,2.51,2.78,0.05,0.65,-2.06,6821732.38,0
0.5,-1.05,0.61,0.07,0.02,-0.1,8726416.19,0
0.23,3.24,0.45,0.03,0.48,0.05,58830668.57,0
0.97,2.53,0.89,0.09,0.38,0.04,50967098.1,0
0.14,7.87,0.44,0.07,0.29,0.49,46130886.67,0
0.01,2.55,0.67,0.11,1.54,0.33,137931774.3,0
0.18,1842.88,0.07,0.41,0.31,0.17,11769111.43,0
0.07,2.68,0.4,0.39,0.17,0.23,96794349.52,0
0.09,18.04,0.54,0.58,0.2,0.4,168891667.6,0
0.17,3.57,0.45,0.88,0.48,0.35,9857051.43,0
0.12,2.35,0.68,0.27,0.3,0.14,83481613.33,0
0.12,2.83,0.59,0.04,0.74,0.04,1519089806,0
0.27,5.37,0.54,0.16,0.34,0.24,96231873.33,0
0.18,27.14,0.39,0.09,1.62,0.41,122107906.7,0
0.11,3.14,0.34,0.2,0.28,0.84,38451719.05,0
0.11,119.27,0.18,0.38,0.29,0.34,76825976.19,0
0.14,3.14,0.06,0.52,0.28,0.9,37436188.57,0
0.01,0.33,0.96,0.06,0.58,-0.22,152732881.9,0
0.05,3.14,0.43,0.45,0.38,0.54,24883092.38,0
0.11,2.01,0.5,0.22,0.05,0.24,110131398.1,0
0.22,5.86,0.58,0.03,0.65,0.23,65243460,0
0.06,-1.17,0.89,0.2,-0.06,-0.07,56880876.19,0
0.07,7.92,0.39,0.14,0.35,0.24,54615363.81,0
0.09,2.37,0.8,0.09,0.31,0.11,29406493.33,0
0.02,4.08,0.67,0.11,1.37,-0.23,55348535.24,0
0.03,5.27,0.41,0.15,0.4,0.45,30122069.52,0
0.05,2.85,0.79,0.04,0.18,-0.01,10265266.67,0
0.15,6.36,0.5,0.12,0.48,0.44,50982336.19,0
0.1,6.91,0.36,0.27,0.23,0.27,204391281,0
0.14,17.26,0.35,0.06,0.5,0.35,112549432.4,0
0.08,37.14,0.25,0.49,0.46,0.51,2658548148,0
0.43,7.31,0.38,0.25,0.48,0.27,155140459.1,0
0.14,48.86,0.2,0.17,0.4,0.49,242186161,0
0.15,3.14,0.2,0.41,0.49,0.7,63945508.57,0
0.16,11.69,0.4,0.05,0.72,0.34,118753351.4,0
